caracteristicasPageRank;freqWordPageRank;caracteristicasTotalSet;freqWordTotalSet
inform comput=baixo;1.0;scope=alto;1.0
direct acycl graph=baixo;1.0;dechter=alto;1.0
repres=baixo;1.0;network repres=baixo;1.0
constraint=alto;1.0;signific=baixo;1.0
graphic model=alto;1.0;complet=baixo;1.0
evid=baixo;1.0;paramet=baixo;1.0
nsf grant=baixo;1.0;nsf grant=baixo;1.0
simpl=baixo;1.0;empir=baixo;1.0
assign=alto;1.0;final=baixo;1.0
order=alto;1.0;input=baixo;1.0
acycl graph=baixo;1.0;shachter=alto;9.0
satisfact problem=baixo;1.0;univers stanford=baixo;7.0
dechter=alto;1.0;;
requir=baixo;8.0;stanford univers stanford=baixo;2.0
random=alto;1.0;represent=baixo;2.0
constraint satisfact=baixo;1.0;ross=baixo;12.0
program=baixo;1.0;;
signific=baixo;1.0;;
various=baixo;1.0;;
determin=baixo;1.0;;
medic informat=baixo;7.0;knowledg=baixo;2.0
network=baixo;1.0;;
redmond=baixo;11.0;;
likelihood=baixo;1.0;;
denot=baixo;1.0;;
depend=baixo;1.0;;
;;proof=baixo;2.0
procedur=baixo;1.0;;
eric horvitz=baixo;1.0;;
horvitz=alto;2.0;;
acknowledg=baixo;1.0;;
perform=baixo;2.0;strateg=baixo;1.0
time=baixo;2.0;practic=baixo;2.0
structur=baixo;1.0;similar=baixo;1.0
;;exampl consid=baixo;1.0
;;horvitz=alto;4.0
cooper=baixo;1.0;research=alto;1.0
;;scienc=baixo;2.0
new=baixo;1.0;;
identifi=baixo;1.0;;
bayesian network=baixo;1.0;altern=baixo;1.0
practic=baixo;1.0;;
appli=baixo;1.0;vari=baixo;1.0
;;eric=baixo;1.0
;;form=baixo;1.0
;;uncertainti artifici=baixo;1.0
sever=baixo;1.0;;
